"Town","FIPS","Birth.Weight","Gestational.Age","Initiation.of.Prenatal.Care","Smoking.During.Pregnancy","Earliest.Data.Available"
"New Fairfield",900150860,"All","37 weeks or more","Third Trimester","All","2012-2014"
"New Fairfield",900150860,"All","37 weeks or more","Unknown","All","2012-2014"
"New Fairfield",900150860,"All","All","All","All","2014"
"New Fairfield",900150860,"All","All","All","No","2014"
"New Fairfield",900150860,"All","All","All","Unknown","2010-2014"
"New Fairfield",900150860,"All","All","All","Yes","2012-2014"
"New Fairfield",900150860,"All","All","First Trimester","All","2014"
"New Fairfield",900150860,"All","All","None","All","2010-2014"
"New Fairfield",900150860,"All","All","Second Trimester","All","2014"
"New Fairfield",900150860,"All","All","Third Trimester","All","2012-2014"
"New Fairfield",900150860,"All","All","Unknown","All","2012-2014"
"New Fairfield",900150860,"All","Gestational age unknown","All","All","2010-2014"
"New Fairfield",900150860,"All","Gestational age unknown","All","No",NA
"New Fairfield",900150860,"All","Gestational age unknown","All","Unknown","2010-2014"
"New Fairfield",900150860,"All","Gestational age unknown","All","Yes",NA
"New Fairfield",900150860,"All","Gestational age unknown","First Trimester","All",NA
"New Fairfield",900150860,"All","Gestational age unknown","None","All",NA
"New Fairfield",900150860,"All","Gestational age unknown","Second Trimester","All",NA
"New Fairfield",900150860,"All","Gestational age unknown","Third Trimester","All",NA
"New Fairfield",900150860,"All","Gestational age unknown","Unknown","All","2010-2014"
"New Fairfield",900150860,"All","Less than 37 weeks","All","All","2014"
"New Fairfield",900150860,"All","Less than 37 weeks","All","No","2014"
"New Fairfield",900150860,"All","Less than 37 weeks","All","Unknown",NA
"New Fairfield",900150860,"All","Less than 37 weeks","All","Yes","2012-2014"
"New Fairfield",900150860,"All","Less than 37 weeks","First Trimester","All","2014"
"New Fairfield",900150860,"All","Less than 37 weeks","None","All",NA
"New Fairfield",900150860,"All","Less than 37 weeks","Second Trimester","All","2012-2014"
"New Fairfield",900150860,"All","Less than 37 weeks","Third Trimester","All","2010-2014"
"New Fairfield",900150860,"All","Less than 37 weeks","Unknown","All",NA
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2010-2014"
"New Fairfield",900150860,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2012-2014"
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"New Fairfield",900150860,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"New Hartford",900551350,"All","37 weeks or more","All","All","2014"
"New Hartford",900551350,"All","37 weeks or more","All","No","2014"
"New Hartford",900551350,"All","37 weeks or more","All","Unknown",NA
"New Hartford",900551350,"All","37 weeks or more","All","Yes","2014"
"New Hartford",900551350,"All","37 weeks or more","First Trimester","All","2014"
"New Hartford",900551350,"All","37 weeks or more","None","All","2014"
"New Hartford",900551350,"All","37 weeks or more","Second Trimester","All","2014"
"New Hartford",900551350,"All","37 weeks or more","Third Trimester","All","2012-2014"
"New Hartford",900551350,"All","37 weeks or more","Unknown","All","2010-2014"
"New Hartford",900551350,"All","All","All","All","2014"
"New Hartford",900551350,"All","All","All","No","2014"
"New Hartford",900551350,"All","All","All","Unknown",NA
"New Hartford",900551350,"All","All","All","Yes","2014"
"New Hartford",900551350,"All","All","First Trimester","All","2014"
"New Hartford",900551350,"All","All","None","All","2014"
"New Hartford",900551350,"All","All","Second Trimester","All","2014"
"New Hartford",900551350,"All","All","Third Trimester","All","2012-2014"
"New Hartford",900551350,"All","All","Unknown","All","2010-2014"
"New Hartford",900551350,"All","Gestational age unknown","All","All","2010-2014"
"New Hartford",900551350,"All","Gestational age unknown","All","No","2010-2014"
"New Hartford",900551350,"All","Gestational age unknown","All","Unknown",NA
"New Hartford",900551350,"All","Gestational age unknown","All","Yes",NA
"New Hartford",900551350,"All","Gestational age unknown","First Trimester","All","2010-2014"
"New Hartford",900551350,"All","Gestational age unknown","None","All",NA
"New Hartford",900551350,"All","Gestational age unknown","Second Trimester","All",NA
"New Hartford",900551350,"All","Gestational age unknown","Third Trimester","All",NA
"New Hartford",900551350,"All","Gestational age unknown","Unknown","All",NA
"New Hartford",900551350,"All","Less than 37 weeks","All","All","2012-2014"
"New Hartford",900551350,"All","Less than 37 weeks","All","No","2012-2014"
"New Hartford",900551350,"All","Less than 37 weeks","All","Unknown",NA
"New Hartford",900551350,"All","Less than 37 weeks","All","Yes","2010-2014"
"New Hartford",900551350,"All","Less than 37 weeks","First Trimester","All","2012-2014"
"New Hartford",900551350,"All","Less than 37 weeks","None","All",NA
"New Hartford",900551350,"All","Less than 37 weeks","Second Trimester","All","2012-2014"
"New Hartford",900551350,"All","Less than 37 weeks","Third Trimester","All",NA
"New Hartford",900551350,"All","Less than 37 weeks","Unknown","All","2010-2014"
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","All","Yes","2010-2014"
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"New Hartford",900551350,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"New Hartford",900551350,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"New Haven",900952070,"All","37 weeks or more","All","All","2014"
"New Haven",900952070,"All","37 weeks or more","All","No","2014"
"New Haven",900952070,"All","37 weeks or more","All","Unknown","2012-2014"
"New Haven",900952070,"All","37 weeks or more","All","Yes","2014"
"New Haven",900952070,"All","37 weeks or more","First Trimester","All","2014"
"New Haven",900952070,"All","37 weeks or more","None","All","2014"
"New Haven",900952070,"All","37 weeks or more","Second Trimester","All","2014"
"New Haven",900952070,"All","37 weeks or more","Third Trimester","All","2014"
"New Haven",900952070,"All","37 weeks or more","Unknown","All","2014"
"New Haven",900952070,"All","All","All","All","2014"
"New Haven",900952070,"All","All","All","No","2014"
"New Haven",900952070,"All","All","All","Unknown","2014"
"New Haven",900952070,"All","All","All","Yes","2014"
"New Haven",900952070,"All","All","First Trimester","All","2014"
"New Haven",900952070,"All","All","None","All","2014"
"New Haven",900952070,"All","All","Second Trimester","All","2014"
"New Haven",900952070,"All","All","Third Trimester","All","2014"
"New Haven",900952070,"All","All","Unknown","All","2014"
"New Haven",900952070,"All","Gestational age unknown","All","All","2014"
"New Haven",900952070,"All","Gestational age unknown","All","No","2014"
"New Haven",900952070,"All","Gestational age unknown","All","Unknown","2010-2014"
"New Haven",900952070,"All","Gestational age unknown","All","Yes",NA
"New Haven",900952070,"All","Gestational age unknown","First Trimester","All",NA
"New Haven",900952070,"All","Gestational age unknown","None","All","2014"
"New Haven",900952070,"All","Gestational age unknown","Second Trimester","All","2012-2014"
"New Haven",900952070,"All","Gestational age unknown","Third Trimester","All",NA
"New Haven",900952070,"All","Gestational age unknown","Unknown","All","2010-2014"
"New Haven",900952070,"All","Less than 37 weeks","All","All","2014"
"New Haven",900952070,"All","Less than 37 weeks","All","No","2014"
"New Haven",900952070,"All","Less than 37 weeks","All","Unknown","2014"
"New Haven",900952070,"All","Less than 37 weeks","All","Yes","2014"
"New Haven",900952070,"All","Less than 37 weeks","First Trimester","All","2014"
"New Haven",900952070,"All","Less than 37 weeks","None","All","2014"
"New Haven",900952070,"All","Less than 37 weeks","Second Trimester","All","2014"
"New Haven",900952070,"All","Less than 37 weeks","Third Trimester","All","2014"
"New Haven",900952070,"All","Less than 37 weeks","Unknown","All","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2012-2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","None","All","2012-2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2014"
"New Haven",900952070,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown","2010-2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","None","All","2012-2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All","2012-2014"
"New Haven",900952070,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Newington",900352140,"All","37 weeks or more","All","All","2014"
"Newington",900352140,"All","37 weeks or more","All","No","2014"
"Newington",900352140,"All","37 weeks or more","All","Unknown","2014"
"Newington",900352140,"All","37 weeks or more","All","Yes","2014"
"Newington",900352140,"All","37 weeks or more","First Trimester","All","2014"
"Newington",900352140,"All","37 weeks or more","None","All","2010-2014"
"Newington",900352140,"All","37 weeks or more","Second Trimester","All","2014"
"Newington",900352140,"All","37 weeks or more","Third Trimester","All","2014"
"Newington",900352140,"All","37 weeks or more","Unknown","All","2014"
"Newington",900352140,"All","All","All","All","2014"
"Newington",900352140,"All","All","All","No","2014"
"Newington",900352140,"All","All","All","Unknown","2014"
"Newington",900352140,"All","All","All","Yes","2014"
"Newington",900352140,"All","All","First Trimester","All","2014"
"Newington",900352140,"All","All","None","All","2014"
"Newington",900352140,"All","All","Second Trimester","All","2014"
"Newington",900352140,"All","All","Third Trimester","All","2014"
"Newington",900352140,"All","All","Unknown","All","2014"
"Newington",900352140,"All","Gestational age unknown","All","All","2014"
"Newington",900352140,"All","Gestational age unknown","All","No","2014"
"Newington",900352140,"All","Gestational age unknown","All","Unknown",NA
"Newington",900352140,"All","Gestational age unknown","All","Yes",NA
"Newington",900352140,"All","Gestational age unknown","First Trimester","All","2014"
"Newington",900352140,"All","Gestational age unknown","None","All",NA
"Newington",900352140,"All","Gestational age unknown","Second Trimester","All",NA
"Newington",900352140,"All","Gestational age unknown","Third Trimester","All",NA
"Newington",900352140,"All","Gestational age unknown","Unknown","All","2010-2014"
"Newington",900352140,"All","Less than 37 weeks","All","All","2014"
"Newington",900352140,"All","Less than 37 weeks","All","No","2014"
"Newington",900352140,"All","Less than 37 weeks","All","Unknown",NA
