"Town","Birth.Weight","Gestational.Age","Mother.s.Education","Mother.s.Marital.Status","Earliest.Data.Available"
"Plainville","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Plainville","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2010-2014"
"Plainville","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Plainville","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Plainville","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Plainville","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Plainville","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Plainville","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Plainville","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Plainville","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Plainville","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Plainville","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Plainville","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Plymouth","All","37 weeks or more","All","All","2014"
"Plymouth","All","37 weeks or more","All","Married","2014"
"Plymouth","All","37 weeks or more","All","Unknown",NA
"Plymouth","All","37 weeks or more","All","Unmarried","2014"
"Plymouth","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Plymouth","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Plymouth","All","37 weeks or more","Less than 12 years","All","2014"
"Plymouth","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Plymouth","All","37 weeks or more","Unknown","All",NA
"Plymouth","All","All","All","All","2014"
"Plymouth","All","All","All","Married","2014"
"Plymouth","All","All","All","Unknown",NA
"Plymouth","All","All","All","Unmarried","2014"
"Plymouth","All","All","College (13-16 yrs)","All","2014"
"Plymouth","All","All","High School (12 yrs or GED)","All","2014"
"Plymouth","All","All","Less than 12 years","All","2014"
"Plymouth","All","All","Post-College (17 or more yrs)","All","2014"
"Plymouth","All","All","Unknown","All",NA
"Plymouth","All","Gestational age unknown","All","All",NA
"Plymouth","All","Gestational age unknown","All","Married",NA
"Plymouth","All","Gestational age unknown","All","Unknown",NA
"Plymouth","All","Gestational age unknown","All","Unmarried",NA
"Plymouth","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Plymouth","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Plymouth","All","Gestational age unknown","Less than 12 years","All",NA
"Plymouth","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Plymouth","All","Gestational age unknown","Unknown","All",NA
"Plymouth","All","Less than 37 weeks","All","All","2014"
"Plymouth","All","Less than 37 weeks","All","Married","2014"
"Plymouth","All","Less than 37 weeks","All","Unknown",NA
"Plymouth","All","Less than 37 weeks","All","Unmarried","2014"
"Plymouth","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Plymouth","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Plymouth","All","Less than 37 weeks","Less than 12 years","All","2014"
"Plymouth","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Plymouth","All","Less than 37 weeks","Unknown","All",NA
"Plymouth","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Plymouth","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Plymouth","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Plymouth","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Pomfret","All","37 weeks or more","All","All","2014"
"Pomfret","All","37 weeks or more","All","Married","2014"
"Pomfret","All","37 weeks or more","All","Unknown",NA
"Pomfret","All","37 weeks or more","All","Unmarried","2014"
"Pomfret","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Pomfret","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Pomfret","All","37 weeks or more","Less than 12 years","All","2014"
"Pomfret","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Pomfret","All","37 weeks or more","Unknown","All",NA
"Pomfret","All","All","All","All","2014"
"Pomfret","All","All","All","Married","2014"
"Pomfret","All","All","All","Unknown",NA
"Pomfret","All","All","All","Unmarried","2014"
"Pomfret","All","All","College (13-16 yrs)","All","2014"
"Pomfret","All","All","High School (12 yrs or GED)","All","2014"
"Pomfret","All","All","Less than 12 years","All","2014"
"Pomfret","All","All","Post-College (17 or more yrs)","All","2014"
"Pomfret","All","All","Unknown","All","2012-2014"
"Pomfret","All","Gestational age unknown","All","All","2010-2014"
"Pomfret","All","Gestational age unknown","All","Married","2010-2014"
"Pomfret","All","Gestational age unknown","All","Unknown",NA
"Pomfret","All","Gestational age unknown","All","Unmarried",NA
"Pomfret","All","Gestational age unknown","College (13-16 yrs)","All","2010-2014"
"Pomfret","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Pomfret","All","Gestational age unknown","Less than 12 years","All",NA
"Pomfret","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Pomfret","All","Gestational age unknown","Unknown","All",NA
"Pomfret","All","Less than 37 weeks","All","All","2014"
"Pomfret","All","Less than 37 weeks","All","Married","2014"
"Pomfret","All","Less than 37 weeks","All","Unknown",NA
"Pomfret","All","Less than 37 weeks","All","Unmarried","2010-2014"
"Pomfret","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Pomfret","All","Less than 37 weeks","High School (12 yrs or GED)","All","2010-2014"
"Pomfret","All","Less than 37 weeks","Less than 12 years","All",NA
"Pomfret","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Pomfret","All","Less than 37 weeks","Unknown","All","2012-2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Pomfret","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2010-2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Pomfret","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Pomfret","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Portland","All","37 weeks or more","All","All","2014"
"Portland","All","37 weeks or more","All","Married","2014"
"Portland","All","37 weeks or more","All","Unknown",NA
"Portland","All","37 weeks or more","All","Unmarried","2014"
"Portland","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Portland","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Portland","All","37 weeks or more","Less than 12 years","All","2014"
"Portland","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Portland","All","37 weeks or more","Unknown","All",NA
"Portland","All","All","All","All","2014"
"Portland","All","All","All","Married","2014"
"Portland","All","All","All","Unknown",NA
"Portland","All","All","All","Unmarried","2014"
"Portland","All","All","College (13-16 yrs)","All","2014"
"Portland","All","All","High School (12 yrs or GED)","All","2014"
"Portland","All","All","Less than 12 years","All","2014"
"Portland","All","All","Post-College (17 or more yrs)","All","2014"
"Portland","All","All","Unknown","All",NA
"Portland","All","Gestational age unknown","All","All",NA
"Portland","All","Gestational age unknown","All","Married",NA
"Portland","All","Gestational age unknown","All","Unknown",NA
"Portland","All","Gestational age unknown","All","Unmarried",NA
"Portland","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Portland","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Portland","All","Gestational age unknown","Less than 12 years","All",NA
"Portland","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Portland","All","Gestational age unknown","Unknown","All",NA
"Portland","All","Less than 37 weeks","All","All","2014"
"Portland","All","Less than 37 weeks","All","Married","2014"
"Portland","All","Less than 37 weeks","All","Unknown",NA
"Portland","All","Less than 37 weeks","All","Unmarried","2014"
"Portland","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Portland","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Portland","All","Less than 37 weeks","Less than 12 years","All","2010-2014"
"Portland","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Portland","All","Less than 37 weeks","Unknown","All",NA
"Portland","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Portland","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Portland","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Portland","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Portland","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Portland","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Portland","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Portland","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Portland","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Portland","Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Portland","Very Low Birth Weight (under 1500 grams)","All","All","Married",NA
"Portland","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Portland","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2010-2014"
"Portland","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Portland","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Portland","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Portland","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Portland","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Preston","All","37 weeks or more","All","All","2014"
"Preston","All","37 weeks or more","All","Married","2014"
"Preston","All","37 weeks or more","All","Unknown",NA
"Preston","All","37 weeks or more","All","Unmarried","2014"
"Preston","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Preston","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Preston","All","37 weeks or more","Less than 12 years","All","2014"
"Preston","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Preston","All","37 weeks or more","Unknown","All",NA
"Preston","All","All","All","All","2014"
"Preston","All","All","All","Married","2014"
"Preston","All","All","All","Unknown",NA
"Preston","All","All","All","Unmarried","2014"
"Preston","All","All","College (13-16 yrs)","All","2014"
"Preston","All","All","High School (12 yrs or GED)","All","2014"
"Preston","All","All","Less than 12 years","All","2014"
"Preston","All","All","Post-College (17 or more yrs)","All","2014"
"Preston","All","All","Unknown","All",NA
"Preston","All","Gestational age unknown","All","All","2010-2014"
"Preston","All","Gestational age unknown","All","Married",NA
"Preston","All","Gestational age unknown","All","Unknown",NA
"Preston","All","Gestational age unknown","All","Unmarried","2010-2014"
"Preston","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Preston","All","Gestational age unknown","High School (12 yrs or GED)","All","2010-2014"
"Preston","All","Gestational age unknown","Less than 12 years","All",NA
"Preston","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Preston","All","Gestational age unknown","Unknown","All",NA
"Preston","All","Less than 37 weeks","All","All","2012-2014"
"Preston","All","Less than 37 weeks","All","Married","2012-2014"
"Preston","All","Less than 37 weeks","All","Unknown",NA
"Preston","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Preston","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Preston","All","Less than 37 weeks","High School (12 yrs or GED)","All","2012-2014"
"Preston","All","Less than 37 weeks","Less than 12 years","All",NA
"Preston","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2012-2014"
